index,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,animal_Type,Sex_upon_Outcome,Age_upon_Outcome,Breed,Color,Medicine
3837,Junebug,11/19/2017 12:04,11/19/2017 12:04,5/14/2010,Adoption,,Dog,Spayed Female,7 years,Chihuahua Longhair,Black/Brown,Amoxicillin
3838,*Anastasia,5/5/2016 13:28,5/5/2016 13:28,3/1/2016,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown Brindle/White,Ampicillin
3839,Bailey,11/30/2014 18:20,11/30/2014 18:20,4/21/2014,Adoption,,Dog,Spayed Female,7 months,Black Mouth Cur Mix,Brown/Black,Cefazolin
3840,Hotsauce,7/19/2014 11:51,7/19/2014 11:51,11/20/2009,Return to Owner,,Dog,Spayed Female,4 years,Australian Shepherd Mix,Brown,sulfonamide
3841,Garbage,9/24/2014 13:39,9/24/2014 13:39,4/10/2014,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby,Doxycycline
3842,,10/6/2017 14:21,10/6/2017 14:21,7/27/2017,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,Erythromycin
3843,Rambo,7/10/2017 15:50,7/10/2017 15:50,7/8/2013,Return to Owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan,Metronidazole
3844,Angus,2/6/2018 11:15,2/6/2018 11:15,1/31/2015,Transfer,Partner,Dog,Neutered Male,3 years,Catahoula Mix,White/Tan,Enrofloxacin
3845,*Leo,1/27/2016 17:54,1/27/2016 17:54,1/11/2013,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Brown,Florfenicol
3846,,3/7/2017 13:32,3/7/2017 13:32,2/26/2017,Euthanasia,,Other,Unknown,1 weeks,Opossum Mix,Pink,Oxygen
3847,Buddy,2/14/2016 15:08,2/14/2016 15:08,9/23/2012,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,xylazine
3848,Snow,9/14/2017 15:37,9/14/2017 15:37,4/14/2017,Transfer,Partner,Other,Intact Female,5 months,Guinea Pig Mix,White/White,medetomidine
3849,,9/12/2014 11:19,9/12/2014 11:19,4/1/2014,Adoption,Foster,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black,yohimbine
3850,,6/29/2016 0:00,6/29/2016 0:00,6/4/2014,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,tolazoline
3851,,5/4/2016 13:18,5/4/2016 13:18,5/3/2014,Return to Owner,,Dog,Intact Male,2 years,Maltese/Miniature Poodle,Buff,Anticholinergic
3852,*Allie,8/13/2014 17:44,8/13/2014 17:44,6/18/2014,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Red Tick/Brown,Lidocaine
3853,Mega,5/26/2016 0:00,5/26/2016 0:00,7/8/2009,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown/White,Adrenaline
3854,*Lady Luck,7/9/2018 16:14,7/9/2018 16:14,7/2/2017,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Tan/White,anaesthetic
3855,Winona Bean,5/30/2018 13:59,5/30/2018 13:59,2/16/2017,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,midazolam
3856,Waylon,6/14/2018 18:51,6/14/2018 18:51,4/13/2018,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair/Siamese,Chocolate Point,inflammatory
3857,*Mcenroe,2/27/2014 16:14,2/27/2014 16:14,2/22/2012,Adoption,,Dog,Neutered Male,2 years,Dachshund Mix,Brown Brindle/White,Opioids
3858,Isis,9/19/2014 14:23,9/19/2014 14:23,9/12/2013,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,Crystalloid
3859,Drake,6/30/2018 13:55,6/30/2018 13:55,5/18/2014,Adoption,,Dog,Neutered Male,4 years,Catahoula Mix,Brown Brindle/White,Potassium chloride
3860,,2/5/2016 14:53,2/5/2016 14:53,12/1/2015,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black,gluconate
3861,*Bailey,6/18/2016 15:43,6/18/2016 15:43,4/8/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,mannitol
3862,Zeus,7/7/2018 14:06,7/7/2018 14:06,10/7/2013,Return to Owner,,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,Dextrose
3863,Kaydee,1/24/2017 17:53,1/24/2017 17:53,1/19/2015,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund,Red,Heparin
3864,,10/9/2016 13:05,10/9/2016 13:05,10/9/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Vitamin K108
3865,Riddick,4/21/2018 12:51,4/21/2018 12:51,7/6/2014,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,isoflurane
3866,Kai,2/12/2017 18:32,2/12/2017 18:32,4/20/2014,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Silver Tabby/White,alfaxalone
3867,Patty,12/16/2018 13:03,12/16/2018 13:03,6/3/2013,Return to Owner,,Dog,Intact Female,5 years,German Shepherd Mix,Brown/Black,propofol
3868,Gracie,6/28/2015 15:48,6/28/2015 15:48,5/24/2014,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,hydroxyzine
3869,,3/16/2018 16:59,3/16/2018 16:59,3/11/2010,Adoption,,Dog,Spayed Female,8 years,Miniature Schnauzer Mix,Gray,Colloid
3870,,5/20/2015 13:54,5/20/2015 13:54,5/16/2013,Transfer,Partner,Dog,Intact Female,2 years,Queensland Heeler Mix,Brown/White,emulsions
3871,,2/27/2014 15:18,2/27/2014 15:18,2/26/2013,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,Amoxicillin
3872,,8/12/2018 17:35,8/12/2018 17:35,5/24/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,Clindamycin
3873,,6/29/2014 17:50,6/29/2014 17:50,3/26/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,Amoxicillin
3874,,10/13/2017 15:19,10/13/2017 15:19,10/8/2013,Return to Owner,,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Tricolor,Ampicillin
3875,Mouse,8/23/2014 16:51,8/23/2014 16:51,4/7/2014,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,Cefazolin
3876,,12/13/2013 11:41,12/13/2013 11:41,11/13/2013,Return to Owner,,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Tricolor,sulfonamide
3877,Pj,4/11/2016 17:17,4/11/2016 17:17,10/28/2011,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Staffordshire Mix,Red/White,Doxycycline
3878,Gigi,9/24/2017 18:07,9/24/2017 18:07,5/12/2009,Adoption,Foster,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico,Erythromycin
3879,Cookie,2/18/2018 14:35,2/18/2018 14:35,8/1/2015,Adoption,,Other,Neutered Male,2 years,Britannia Petit Mix,White/Gray,Metronidazole
3880,Dexter,5/8/2016 17:11,5/8/2016 17:11,5/7/2014,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,Enrofloxacin
3881,Kuromi,1/8/2015 18:43,1/8/2015 18:43,7/7/2014,Transfer,Partner,Other,Intact Female,6 months,Hotot Mix,White/Black,Florfenicol
3882,Dee,5/6/2018 13:59,5/6/2018 13:59,5/4/2013,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/White,Oxygen
3883,,5/8/2017 15:55,5/8/2017 15:55,4/16/2017,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Medium Hair Mix,Calico,xylazine
3884,,1/27/2017 13:38,1/27/2017 13:38,1/22/2011,Transfer,Partner,Dog,Intact Female,6 years,German Shepherd Mix,Tan/Black,medetomidine
3885,,7/9/2015 13:27,7/9/2015 13:27,6/19/2014,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,Gray,yohimbine
3886,Pepper,11/15/2014 14:34,11/15/2014 14:34,7/8/2014,Adoption,,Dog,Neutered Male,4 months,Australian Cattle Dog/Labrador Retriever,Blue Tick/Red,tolazoline
3887,*Hilux,3/11/2016 17:10,3/11/2016 17:10,3/7/2011,Transfer,Partner,Dog,Neutered Male,5 years,Dachshund Mix,Brown/White,Anticholinergic
3888,Lily,7/10/2015 8:03,7/10/2015 8:03,7/7/2014,Euthanasia,Rabies Risk,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/White,Lidocaine
3889,Rosa,4/22/2016 17:31,4/22/2016 17:31,4/10/2014,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Brown,Adrenaline
3890,*Pharoah,1/27/2017 9:00,1/27/2017 9:00,1/26/2016,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,anaesthetic
3891,,7/12/2016 17:25,7/12/2016 17:25,3/24/2016,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Brown,midazolam
3892,Pepe,11/20/2015 18:02,11/20/2015 18:02,8/19/2011,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Tan/White,inflammatory
3893,Elvis,6/17/2017 17:38,6/17/2017 17:38,6/12/2012,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White,Opioids
3894,,1/14/2018 17:33,1/14/2018 17:33,10/10/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie,Crystalloid
3895,King,1/15/2019 16:31,1/15/2019 16:31,1/5/2018,Return to Owner,,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Blue,Potassium chloride
3896,,4/2/2015 9:00,4/2/2015 9:00,8/1/2014,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Cream Tabby,gluconate
3897,,9/8/2014 18:53,9/8/2014 18:53,9/3/2014,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,White/Blue,mannitol
3898,,4/30/2015 17:01,4/30/2015 17:01,4/8/2015,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Dextrose
3899,*Wilma,7/10/2017 0:00,7/10/2017 0:00,4/26/2017,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue,Heparin
3900,,4/7/2017 14:08,4/7/2017 14:08,4/3/2017,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Brown,Vitamin K109
3901,*Walt,6/23/2014 13:37,6/23/2014 13:37,5/4/2014,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,isoflurane
3902,Coco,1/1/2019 14:24,1/1/2019 14:24,12/31/2016,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Brown,alfaxalone
3903,Murphy,4/20/2014 19:09,4/20/2014 19:09,4/16/2013,Adoption,,Dog,Neutered Male,1 year,Dachshund Wirehair/Chihuahua Shorthair,Tan,propofol
3904,,5/20/2016 17:11,5/20/2016 17:11,3/16/2016,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Black/White,hydroxyzine
3905,,10/20/2015 13:49,10/20/2015 13:49,4/20/2015,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat,Brown,Colloid
3906,Scarlett,6/12/2017 14:04,6/12/2017 14:04,6/18/2016,Adoption,Foster,Cat,Spayed Female,11 months,Domestic Longhair Mix,Black,emulsions
3907,Betty,9/28/2017 18:18,9/28/2017 18:18,9/27/2015,Return to Owner,,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Brown Tabby,Amoxicillin
3908,,3/9/2017 13:06,3/9/2017 13:06,3/9/2009,Return to Owner,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,White,Clindamycin
3909,,3/30/2014 16:58,3/30/2014 16:58,3/25/2013,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Brown/White,Amoxicillin
3910,*Paisley,3/3/2018 12:40,3/3/2018 12:40,12/23/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Ampicillin
3911,*Teddy,4/1/2016 13:49,4/1/2016 13:49,1/28/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,Cefazolin
3912,Mishka,4/19/2016 15:08,4/19/2016 15:08,4/15/2013,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black Tabby,sulfonamide
3913,Coco,11/25/2015 16:37,11/25/2015 16:37,11/12/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Doxycycline
3914,,7/22/2017 18:51,7/22/2017 18:51,6/22/2017,Euthanasia,Suffering,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue,Erythromycin
3915,,9/16/2017 12:24,9/16/2017 12:24,8/30/2017,Transfer,Partner,Cat,Intact Female,2 weeks,American Shorthair Mix,Black,Metronidazole
3916,,4/1/2017 14:30,4/1/2017 14:30,11/18/2016,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Tan,Enrofloxacin
3917,Macintosh,8/23/2014 18:15,8/23/2014 18:15,10/13/2007,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White/Brown Tabby,Florfenicol
3918,*Barney,7/13/2016 18:29,7/13/2016 18:29,6/30/2014,Adoption,,Dog,Neutered Male,2 years,Beagle/Australian Cattle Dog,Brown/White,Oxygen
3919,Punkin,11/19/2015 19:31,11/19/2015 19:31,11/15/2013,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby,xylazine
3920,Kyrie,11/28/2013 9:20,11/28/2013 9:20,10/1/2013,Adoption,Foster,Dog,Spayed Female,1 month,Chinese Sharpei Mix,Black/White,medetomidine
3921,Dino,4/6/2018 18:34,4/6/2018 18:34,10/2/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Chocolate/Tan,yohimbine
3922,Debo,7/21/2015 15:01,7/21/2015 15:01,8/14/2011,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Red/White,tolazoline
3923,Mighty Fine,7/7/2018 15:16,7/7/2018 15:16,5/4/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Anticholinergic
3924,Lua,12/22/2014 11:49,12/22/2014 11:49,7/22/2013,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,Lidocaine
3925,,7/24/2017 14:39,7/24/2017 14:39,6/16/2017,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Adrenaline
3926,Precious,6/27/2015 13:49,6/27/2015 13:49,6/5/2012,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair/Italian Greyhound,White/Brown,anaesthetic
3927,*Leroy,11/7/2014 16:51,11/7/2014 16:51,8/27/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,midazolam
3928,Tessa,6/19/2018 12:44,6/19/2018 12:44,6/18/2012,Return to Owner,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Fawn/White,inflammatory
3929,,7/23/2017 14:36,7/23/2017 14:36,7/23/2016,Died,Enroute,Other,Unknown,1 year,Raccoon,Gray/Black,Opioids
3930,Merle,8/18/2018 11:07,8/18/2018 11:07,1/1/2012,Adoption,,Dog,Neutered Male,6 years,Catahoula Mix,Brown,Crystalloid
3931,,4/14/2015 9:00,4/14/2015 9:00,4/13/2013,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,Potassium chloride
3932,,4/1/2017 10:04,4/1/2017 10:04,4/1/2015,Euthanasia,Suffering,Other,Unknown,2 years,Opossum Mix,Gray/Black,gluconate
3933,,2/14/2017 14:12,2/14/2017 14:12,4/14/2016,Euthanasia,Medical,Other,Unknown,10 months,Fox,Gray,mannitol
3934,,9/24/2015 18:24,9/24/2015 18:24,9/2/2015,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,Dextrose
3935,Chance,12/1/2017 19:15,12/1/2017 19:15,9/22/2010,Adoption,,Dog,Neutered Male,7 years,American Bulldog Mix,Black/White,Heparin
3936,*Buddy,3/28/2015 15:53,3/28/2015 15:53,4/25/2012,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Boxer,Brown/White,Vitamin K110
3937,,9/6/2016 9:00,9/6/2016 9:00,3/5/2016,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Black,isoflurane
3938,Poquito,7/6/2017 14:27,7/6/2017 14:27,6/3/2014,Return to Owner,,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Red,alfaxalone
3939,Toby,1/8/2017 11:20,1/8/2017 11:20,7/5/2016,Adoption,,Dog,Neutered Male,6 months,Australian Shepherd Mix,Tan,propofol
3940,,7/22/2014 18:55,7/22/2014 18:55,7/8/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,hydroxyzine
3941,Archer,10/14/2013 18:44,10/14/2013 18:44,3/13/2012,Return to Owner,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle,Colloid
3942,*Sally,7/22/2017 11:13,7/22/2017 11:13,4/29/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,emulsions
3943,Dallas,4/7/2015 13:51,4/7/2015 13:51,3/10/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Red,Amoxicillin
3944,*Gloria,11/2/2018 16:18,11/2/2018 16:18,10/27/2010,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,Black/White,Clindamycin
3945,*Rolf,1/4/2016 11:06,1/4/2016 11:06,12/30/2007,Transfer,Partner,Dog,Neutered Male,8 years,Dachshund Mix,Black/Brown,Amoxicillin
3946,*Fennec,5/30/2017 9:52,5/30/2017 9:52,5/8/2012,Transfer,Partner,Dog,Neutered Male,5 years,Miniature Pinscher Mix,Chocolate,Ampicillin
3947,Sadie,8/15/2015 14:22,8/15/2015 14:22,6/15/2013,Adoption,,Dog,Spayed Female,2 years,Plott Hound/Boxer,Brown Brindle/White,Cefazolin
3948,Daisy,11/10/2013 12:42,11/10/2013 12:42,5/29/2012,Adoption,,Dog,Spayed Female,1 year,Boxer,Brown/White,sulfonamide
3949,Aries,11/7/2015 14:06,11/7/2015 14:06,10/18/2007,Adoption,,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Brown Tabby,Doxycycline
3950,*Tiny,2/12/2017 17:21,2/12/2017 17:21,11/6/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,Erythromycin
3951,,10/28/2013 12:30,10/28/2013 12:30,5/12/2012,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,Metronidazole
3952,Oscar,1/30/2016 15:21,1/30/2016 15:21,7/25/2015,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White,Enrofloxacin
3953,,3/14/2018 8:42,3/14/2018 8:42,3/13/2017,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown,Florfenicol
3954,*Lucas,7/26/2017 14:18,7/26/2017 14:18,5/5/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Tan,Oxygen
3955,,7/16/2014 17:05,7/16/2014 17:05,4/12/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby,xylazine
3956,Penny,12/27/2018 11:36,12/27/2018 11:36,12/26/2017,Adoption,,Dog,Spayed Female,1 year,Anatol Shepherd/Great Pyrenees,Tan/White,medetomidine
3957,Tiger,9/2/2017 13:25,9/2/2017 13:25,12/4/2016,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,yohimbine
3958,*Tiffany,12/21/2018 12:23,12/21/2018 12:23,7/30/2018,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,tolazoline
3959,*Petunia,10/19/2015 20:14,10/19/2015 20:14,8/12/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,Anticholinergic
3960,Oso,12/21/2015 16:27,12/21/2015 16:27,12/18/2013,Adoption,,Dog,Neutered Male,2 years,Golden Retriever Mix,Red,Lidocaine
3961,Crystal,2/4/2014 14:06,2/4/2014 14:06,11/12/2013,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Black Brindle/White,Adrenaline
3962,,10/22/2014 17:40,10/22/2014 17:40,9/30/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,anaesthetic
3963,,10/20/2016 13:47,10/20/2016 13:47,2/17/2016,Transfer,Partner,Cat,Intact Male,8 months,Domestic Medium Hair Mix,Orange/White,midazolam
3964,*Marietta,3/29/2016 19:07,3/29/2016 19:07,3/21/2014,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,inflammatory
3965,*Joe,8/10/2016 18:51,8/10/2016 18:51,4/21/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,Opioids
3966,,1/16/2014 17:02,1/16/2014 17:02,1/12/2008,Adoption,,Dog,Neutered Male,6 years,Australian Cattle Dog Mix,White/Tan,Crystalloid
3967,Barbie,10/20/2014 18:51,10/20/2014 18:51,10/10/2012,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White,Potassium chloride
3968,,9/20/2018 18:11,9/20/2018 18:11,9/16/2006,Transfer,Partner,Dog,Intact Female,12 years,Pomeranian Mix,Black,gluconate
3969,Luna,1/24/2018 11:14,1/24/2018 11:14,6/1/2015,Return to Owner,,Dog,Spayed Female,2 years,Pointer Mix,Black/White,mannitol
3970,,1/2/2017 12:23,1/2/2017 12:23,12/31/2007,Return to Owner,,Dog,Intact Male,9 years,Beagle,Tricolor,Dextrose
3971,*J.B.,8/27/2016 18:49,8/27/2016 18:49,8/20/2014,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,Heparin
3972,*Charles,6/16/2018 13:15,6/16/2018 13:15,4/3/2018,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby,Vitamin K111
3973,*Mango,8/20/2015 17:04,8/20/2015 17:04,6/15/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,isoflurane
3974,*Josie,12/6/2017 9:08,12/6/2017 9:08,7/17/2016,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,alfaxalone
3975,*Sheba,6/1/2018 18:33,6/1/2018 18:33,5/25/2016,Adoption,,Dog,Spayed Female,2 years,Carolina Dog Mix,Gray/White,propofol
3976,Roxy,10/2/2017 17:09,10/2/2017 17:09,10/2/2013,Return to Owner,,Dog,Intact Female,4 years,German Shepherd Mix,Tan,hydroxyzine
3977,Stella,11/15/2018 11:20,11/15/2018 11:20,1/15/2018,Return to Owner,,Dog,Intact Female,9 months,Staffordshire Mix,Brown Brindle/White,Colloid
3978,*Colt,12/11/2016 14:08,12/11/2016 14:08,12/4/2015,Adoption,,Dog,Neutered Male,1 year,Pointer Mix,Brown Brindle/White,emulsions
3979,,1/29/2018 13:06,1/29/2018 13:06,11/24/2017,Adoption,,Dog,Spayed Female,2 months,Plott Hound Mix,Brown Brindle/White,Amoxicillin
3980,Willie,6/24/2015 16:33,6/24/2015 16:33,6/4/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Siamese Mix,Lilac Point,Clindamycin
3981,Maggie,10/11/2016 12:18,10/11/2016 12:18,8/10/2016,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,White,Amoxicillin
3982,Koda,12/29/2015 10:05,12/29/2015 10:05,5/28/2010,Adoption,Foster,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/White,Ampicillin
3983,Blue,7/22/2016 12:58,7/22/2016 12:58,11/6/2012,Adoption,Foster,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,Cefazolin
3984,Ana,11/24/2015 13:02,11/24/2015 13:02,6/13/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,sulfonamide
3985,Harper,10/12/2018 12:29,10/12/2018 12:29,2/8/2018,Transfer,Partner,Dog,Intact Female,8 months,Miniature Poodle Mix,White/Tan,Doxycycline
3986,,6/7/2017 12:59,6/7/2017 12:59,4/5/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Erythromycin
3987,Rambo,7/23/2015 17:08,7/23/2015 17:08,3/14/2008,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Tan/White,Metronidazole
3988,,8/26/2014 14:43,8/26/2014 14:43,8/14/2014,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby,Enrofloxacin
3989,*Juno,3/25/2015 15:39,3/25/2015 15:39,3/18/2012,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black,Florfenicol
3990,,3/13/2017 18:11,3/13/2017 18:11,3/6/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Black/White,Oxygen
3991,Meeper,1/31/2015 12:36,1/31/2015 12:36,1/10/2001,Adoption,,Cat,Spayed Female,14 years,Domestic Longhair Mix,Calico,xylazine
3992,,7/30/2016 9:09,7/30/2016 9:09,7/28/2015,Transfer,Partner,Other,Unknown,1 year,Guinea Pig Mix,Calico,medetomidine
3993,,12/24/2013 11:16,12/24/2013 11:16,10/23/2013,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White,yohimbine
3994,,9/8/2014 16:55,9/8/2014 16:55,8/24/2014,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,tolazoline
3995,,5/6/2018 14:04,5/6/2018 14:04,4/14/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange/White,Anticholinergic
3996,*Romeo,7/9/2016 20:16,7/9/2016 20:16,4/28/2016,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Seal Point,Lidocaine
3997,Prof Butters,12/13/2013 18:13,12/13/2013 18:13,10/5/2013,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,Adrenaline
3998,Lola,12/20/2017 15:39,12/20/2017 15:39,3/18/2013,Return to Owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White,anaesthetic
3999,,9/4/2018 15:15,9/4/2018 15:15,7/23/2018,Transfer,Partner,Dog,Intact Male,1 month,Beagle Mix,Black/Tricolor,midazolam
4000,Onyx,3/30/2018 10:39,3/30/2018 10:39,7/19/2016,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,inflammatory
4001,*Michonne,3/5/2016 18:31,3/5/2016 18:31,1/9/2016,Adoption,Foster,Dog,Spayed Female,1 month,German Shepherd Mix,Tan,Opioids
4002,*Trey,11/2/2013 18:16,11/2/2013 18:16,8/16/2013,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Crystalloid
4003,Lia,8/19/2017 9:58,8/19/2017 9:58,8/9/2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,Potassium chloride
